pano_id,lat,lng,heading,num_links,tour_url
47019950,43.446564909686,-3.8290055627811,266.6,2,https://tourmkr.com/F17VY1PAdF
47019951,43.446394037331,-3.8290555990632,273.1,2,https://tourmkr.com/F17VY1PAdF
47019952,43.446232582694,-3.8291297268868,300.2,2,https://tourmkr.com/F17VY1PAdF
47019953,43.446102073214,-3.829313193252,310.1,2,https://tourmkr.com/F17VY1PAdF
47019954,43.446012022055,-3.8294931305014,311.2,2,https://tourmkr.com/F17VY1PAdF
47019959,43.445912958914,-3.8296995954918,307.9,2,https://tourmkr.com/F17VY1PAdF
47019955,43.445802777778,-3.8299027777778,315.6,2,https://tourmkr.com/F17VY1PAdF
47019956,43.44576008437,-3.8300088256595,52.8,3,https://tourmkr.com/F17VY1PAdF
47019958,43.446012675548,-3.8301485982366,55.9,2,https://tourmkr.com/F17VY1PAdF
47019957,43.446154408147,-3.8302149344824,56.2,2,https://tourmkr.com/F17VY1PAdF
47019963,43.446317469024,-3.830289799673,52.8,2,https://tourmkr.com/F17VY1PAdF
47019960,43.44651355431,-3.8303978329898,232.8,2,https://tourmkr.com/F17VY1PAdF
47019962,43.446675926205,-3.8304812271303,54.3,2,https://tourmkr.com/F17VY1PAdF
47019961,43.446826601432,-3.8305579876448,55.2,2,https://tourmkr.com/F17VY1PAdF
47019964,43.447068093818,-3.8306754975628,54.1,2,https://tourmkr.com/F17VY1PAdF
47019965,43.447352521559,-3.8308210347986,234.6,2,https://tourmkr.com/F17VY1PAdF
47019966,43.447294444444,-3.8305861111111,323.7,2,https://tourmkr.com/F17VY1PAdF
47019968,43.447373510091,-3.8303166857092,144.3,2,https://tourmkr.com/F17VY1PAdF
47019967,43.447443153246,-3.83005789049,146.1,2,https://tourmkr.com/F17VY1PAdF
47019969,43.447499787542,-3.8298253636142,145.1,2,https://tourmkr.com/F17VY1PAdF
47019970,43.447563390504,-3.8295781010868,113.6,3,https://tourmkr.com/F17VY1PAdF
47019972,43.447683333333,-3.8294444444444,53.6,3,https://tourmkr.com/F17VY1PAdF
47019971,43.447860645541,-3.8295385961161,53.6,2,https://tourmkr.com/F17VY1PAdF
47019973,43.448040626004,-3.8296338880449,233.6,2,https://tourmkr.com/F17VY1PAdF
47019974,43.448184329179,-3.8297055105425,56.7,2,https://tourmkr.com/F17VY1PAdF
47019975,43.448361047319,-3.8297841531619,51.3,2,https://tourmkr.com/F17VY1PAdF
47019978,43.448528939022,-3.8298839373573,53.7,2,https://tourmkr.com/F17VY1PAdF
47019976,43.448685664303,-3.8299664377422,54.6,2,https://tourmkr.com/F17VY1PAdF
47019977,43.448838667203,-3.8300431768573,55.3,2,https://tourmkr.com/F17VY1PAdF
47019979,43.449008875518,-3.8301256670911,51.9,2,https://tourmkr.com/F17VY1PAdF
47019980,43.44914746515,-3.8302056193174,37.4,2,https://tourmkr.com/F17VY1PAdF
47019983,43.449266666667,-3.8303305555556,283.3,3,https://tourmkr.com/F17VY1PAdF
47019981,43.449433333333,-3.830225,101.6,2,https://tourmkr.com/F17VY1PAdF
47019982,43.4496,-3.8301083333333,102.9,2,https://tourmkr.com/F17VY1PAdF
47019984,43.449753701794,-3.8299946512956,103.1,2,https://tourmkr.com/F17VY1PAdF
47019985,43.449899550307,-3.8298859149627,283.1,2,https://tourmkr.com/F17VY1PAdF
47019986,43.450077777778,-3.8297583333333,100.1,2,https://tourmkr.com/F17VY1PAdF
47019987,43.450255555556,-3.8296416666667,107.8,2,https://tourmkr.com/F17VY1PAdF
47019988,43.450419444444,-3.8294944444444,107.9,2,https://tourmkr.com/F17VY1PAdF
47019989,43.450563888889,-3.8293638888889,111.7,2,https://tourmkr.com/F17VY1PAdF
47019990,43.450697222222,-3.829225,291.7,1,https://tourmkr.com/F17VY1PAdF
47019993,43.449063888889,-3.8304833333333,280.3,2,https://tourmkr.com/F17VY1PAdF
47019991,43.448908333333,-3.8305861111111,100.3,2,https://tourmkr.com/F17VY1PAdF
47019992,43.448755555556,-3.8306972222222,287.7,2,https://tourmkr.com/F17VY1PAdF
47019994,43.448594444444,-3.8308416666667,285.3,2,https://tourmkr.com/F17VY1PAdF
47019995,43.448427777778,-3.8309777777778,280.5,2,https://tourmkr.com/F17VY1PAdF
47019997,43.448269934788,-3.8310833285366,282.4,2,https://tourmkr.com/F17VY1PAdF
47019996,43.448076311343,-3.8312239663381,283.8,3,https://tourmkr.com/F17VY1PAdF
47019998,43.447902777778,-3.8311083333333,235.4,2,https://tourmkr.com/F17VY1PAdF
47019999,43.447682640046,-3.8310022811606,232.0,2,https://tourmkr.com/F17VY1PAdF
47020000,43.447512856563,-3.8309047587812,52.0,2,https://tourmkr.com/F17VY1PAdF
47020001,43.447244224409,-3.8307664729849,323.1,4,https://tourmkr.com/F17VY1PAdF
47020002,43.447178863507,-3.8309948592095,325.3,2,https://tourmkr.com/F17VY1PAdF
47020003,43.447119444444,-3.8312277777778,325.1,2,https://tourmkr.com/F17VY1PAdF
47020004,43.447052777778,-3.8314861111111,323.3,2,https://tourmkr.com/F17VY1PAdF
47020005,43.44698585805,-3.8317225605287,323.5,2,https://tourmkr.com/F17VY1PAdF
47020006,43.446878110142,-3.8321076576683,283.4,3,https://tourmkr.com/F17VY1PAdF
47020007,43.446922816596,-3.8320535738077,96.9,3,https://tourmkr.com/F17VY1PAdF
47020008,43.446940466214,-3.8318846257026,336.5,2,https://tourmkr.com/F17VY1PAdF
47020009,43.447902129614,-3.8313576634608,281.5,2,https://tourmkr.com/F17VY1PAdF
47020010,43.447722222222,-3.8314833333333,282.1,2,https://tourmkr.com/F17VY1PAdF
47020011,43.447536111111,-3.8316166666667,281.3,2,https://tourmkr.com/F17VY1PAdF
47020012,43.447391666667,-3.8317166666667,279.0,2,https://tourmkr.com/F17VY1PAdF
47020013,43.447275520079,-3.8317891596661,99.0,2,https://tourmkr.com/F17VY1PAdF
47020014,43.447124919669,-3.8319180039786,283.0,2,https://tourmkr.com/F17VY1PAdF
47020015,43.447003724973,-3.8320080543214,103.0,2,https://tourmkr.com/F17VY1PAdF
47020016,43.446752197532,-3.8322026904735,282.1,2,https://tourmkr.com/F17VY1PAdF
47020017,43.446609103867,-3.8323052181097,282.1,2,https://tourmkr.com/F17VY1PAdF
47020018,43.446456127193,-3.8324146236192,285.8,2,https://tourmkr.com/F17VY1PAdF
47020019,43.446303150131,-3.8325422633814,282.9,2,https://tourmkr.com/F17VY1PAdF
47020021,43.446125166717,-3.8326739552,283.4,2,https://tourmkr.com/F17VY1PAdF
47020020,43.445942769948,-3.8328117251012,284.3,2,https://tourmkr.com/F17VY1PAdF
47020022,43.445795675378,-3.8329272086953,104.3,2,https://tourmkr.com/F17VY1PAdF
47020023,43.445542811174,-3.8331044339573,280.9,2,https://tourmkr.com/F17VY1PAdF
47020024,43.445372147382,-3.8332205092052,283.1,2,https://tourmkr.com/F17VY1PAdF
47020025,43.445182952969,-3.8333615511629,279.1,2,https://tourmkr.com/F17VY1PAdF
47020026,43.4450314039,-3.8334564522056,286.0,2,https://tourmkr.com/F17VY1PAdF
47020027,43.444892417862,-3.8335731191751,106.0,2,https://tourmkr.com/F17VY1PAdF
47020028,43.444732970306,-3.8336859588316,283.1,2,https://tourmkr.com/F17VY1PAdF
47020029,43.444578173285,-3.8338013567978,279.3,2,https://tourmkr.com/F17VY1PAdF
47020030,43.444452656319,-3.8338808673843,269.3,2,https://tourmkr.com/F17VY1PAdF
47020032,43.444361111111,-3.8339138888889,205.9,3,https://tourmkr.com/F17VY1PAdF
47020031,43.444263888889,-3.8337611111111,25.9,2,https://tourmkr.com/F17VY1PAdF
47020662,43.444880405739,-3.8344149182773,224.0,2,https://tourmkr.com/F17VY1PAdF
47020046,43.444671655838,-3.8342443479494,102.3,3,https://tourmkr.com/F17VY1PAdF
47020658,43.444855501641,-3.834111920416,282.3,2,https://tourmkr.com/F17VY1PAdF
47020660,43.445042422193,-3.8339711834531,283.3,2,https://tourmkr.com/F17VY1PAdF
47020659,43.445222896912,-3.8338384690483,282.7,2,https://tourmkr.com/F17VY1PAdF
47020661,43.445365983897,-3.8337272939686,284.1,2,https://tourmkr.com/F17VY1PAdF
47020656,43.445536195412,-3.8335976768253,283.6,2,https://tourmkr.com/F17VY1PAdF
47020655,43.445690448594,-3.8334838910908,103.6,2,https://tourmkr.com/F17VY1PAdF
47020654,43.445837011984,-3.8333723049872,10.6,3,https://tourmkr.com/F17VY1PAdF
47020657,43.445980238869,-3.8332634873624,283.5,2,https://tourmkr.com/F17VY1PAdF
47020653,43.446117120019,-3.8331705175289,104.4,2,https://tourmkr.com/F17VY1PAdF
47020649,43.446275456018,-3.833046003288,102.3,2,https://tourmkr.com/F17VY1PAdF
47020648,43.446422357475,-3.8329397534963,103.5,2,https://tourmkr.com/F17VY1PAdF
47020652,43.446587257132,-3.8328143837031,102.0,2,https://tourmkr.com/F17VY1PAdF
47020650,43.446652372764,-3.8327679447731,102.4,3,https://tourmkr.com/F17VY1PAdF
47020651,43.446830949608,-3.8326383043568,103.6,2,https://tourmkr.com/F17VY1PAdF
47020647,43.44700549379,-3.8325054388033,102.0,2,https://tourmkr.com/F17VY1PAdF
47020645,43.447181680525,-3.8323798263073,101.7,2,https://tourmkr.com/F17VY1PAdF
47020643,43.447326628674,-3.8322780371459,45.6,3,https://tourmkr.com/F17VY1PAdF
47020644,43.447478149183,-3.8321702932489,281.9,2,https://tourmkr.com/F17VY1PAdF
47020646,43.447671852692,-3.8320341733033,100.3,2,https://tourmkr.com/F17VY1PAdF
47020616,43.44778316199,-3.8319606006945,102.8,2,https://tourmkr.com/F17VY1PAdF
47020615,43.447902037548,-3.8318729792945,282.8,2,https://tourmkr.com/F17VY1PAdF
47020613,43.447993289619,-3.8317992403328,285.0,2,https://tourmkr.com/F17VY1PAdF
47020612,43.448114358011,-3.8317095039839,104.0,2,https://tourmkr.com/F17VY1PAdF
47020614,43.448229613865,-3.8316201205286,103.2,2,https://tourmkr.com/F17VY1PAdF
47020611,43.448315059917,-3.8315560998172,105.5,2,https://tourmkr.com/F17VY1PAdF
47020641,43.448384018963,-3.8314993722963,105.6,2,https://tourmkr.com/F17VY1PAdF
47020642,43.448494161733,-3.831408344294,102.1,3,https://tourmkr.com/F17VY1PAdF
47020047,43.448628968774,-3.8314851473316,54.7,2,https://tourmkr.com/F17VY1PAdF
47020048,43.449316546297,-3.8318549472573,48.9,2,https://tourmkr.com/F17VY1PAdF
47020640,43.449216317211,-3.8317953360757,234.9,2,https://tourmkr.com/F17VY1PAdF
